street_address,Suburb,city,Postcode,property_type2,Bed,Bath,garage_parks,offstreet_parks,Car,land_size,floor_size,Year Built,Last Rental Price,Last Rental Date,Days on Market,agency,Capital Value,Land Value,Improvement Value,Valuation Date,land_use,development_zone,position,view,roof_construction,wall_construction,category,Furnishings,furnishings_evidence,pets,garage,Latitude,Longitude,__row_id,__geo_query__
1/42 PROSSERS ROAD,SAINT MARTINS,CHRISTCHURCH,8022,Townhouse,2.0,1.0,,1.0,1.0,98.0,100.0,2025.0,475.0,2025-06-22,7.0,-,495000.0,275000.0,220000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,,No,NO,-43.5563555,172.6555317,2463,"1/42 PROSSERS ROAD, SAINT MARTINS, CHRISTCHURCH, 8022, New Zealand"
4/56 WAINUI STREET,RICCARTON,CHRISTCHURCH,8041,Townhouse,3.0,3.0,1.0,,1.0,132.0,97.0,2023.0,650.0,2025-06-22,45.0,Holmwood Property Management,690000.0,230000.0,460000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Rear,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,partial,washing machine,No,YES,-43.5353473,172.593969,2174,"4/56 WAINUI STREET, RICCARTON, CHRISTCHURCH, 8041, New Zealand"
62 FARQUHARS ROAD,REDWOOD,CHRISTCHURCH,8051,House,3.0,1.0,,1.0,1.0,645.0,116.0,1970.0,375.0,2025-06-22,52.0,-,660000.0,315000.0,345000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1970's-average,partial,fridge;partly furnished,,NO,-43.468349,172.6238186,3401,"62 FARQUHARS ROAD, REDWOOD, CHRISTCHURCH, 8051, New Zealand"
1/61 HANRAHAN STREET,UPPER RICCARTON,CHRISTCHURCH,8041,House,4.0,2.0,2.0,,2.0,,,1990.0,1200.0,2025-06-22,7.0,-,850000.0,360000.0,490000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-1990's-superior,,,,YES,-43.5285222,172.5745876,6138,"1/61 HANRAHAN STREET, UPPER RICCARTON, CHRISTCHURCH, 8041, New Zealand"
40B SLATER STREET,RICHMOND,CHRISTCHURCH,8013,House,3.0,2.0,2.0,,2.0,457.0,,2022.0,780.0,2025-06-22,7.0,-,920000.0,275000.0,645000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-2020/2029-average,partial,dryer;fridge;washing machine,,YES,-43.5156133,172.6537195,6018,"40B SLATER STREET, RICHMOND, CHRISTCHURCH, 8013, New Zealand"
354 RIVERLAW TERRACE,SAINT MARTINS,CHRISTCHURCH,8022,,1.0,0.0,,1.0,0.0,75.0,51.0,1940.0,290.0,2025-06-23,7.0,-,377500.0,175000.0,155000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,Focal Point Of view - Other,Tile Profile,Weatherboard,Residential-Dwelling-1940's-average,Fully Furnished,,,NO,-43.5626027,172.6593598,99,"354 RIVERLAW TERRACE, SAINT MARTINS, CHRISTCHURCH, 8022, New Zealand"
209 KNOWLES STREET,ST ALBANS,CHRISTCHURCH,8052,House,4.0,1.0,,2.0,2.0,607.0,103.0,1940.0,550.0,2025-06-23,14.0,Vision Realty Management Ltd,640000.0,500000.0,140000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Corner,No appreciable view,Steel/G-Iron,Weatherboard,Residential-Dwelling-1940's-average,nill,,,NO,-43.5013825,172.6322293,2651,"209 KNOWLES STREET, ST ALBANS, CHRISTCHURCH, 8052, New Zealand"
1/398 GLOUCESTER STREET,LINWOOD,CHRISTCHURCH,8011,House,4.0,2.0,,1.0,1.0,107.0,110.0,2018.0,560.0,2025-06-23,25.0,Bayleys Property Management Ltd,600000.0,190000.0,410000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Steel/G-Iron,Residential-Dwelling-2010/2019-average,nill,,,NO,-43.5301567,172.6547005,2999,"1/398 GLOUCESTER STREET, LINWOOD, CHRISTCHURCH, 8011, New Zealand"
6 ROSEDALE PLACE,AVONHEAD,CHRISTCHURCH,8042,House,2.0,1.0,,2.0,2.0,645.0,130.0,1960.0,485.0,2025-06-23,47.0,"Whittle Knight Real Estate Ltd, (Licensed: Reaa 2008)",710000.0,570000.0,140000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Tile Profile,Concrete,Residential-Dwelling-1960's-average,partial,fridge;washing machine,No,NO,-43.5163662,172.5628071,4088,"6 ROSEDALE PLACE, AVONHEAD, CHRISTCHURCH, 8042, New Zealand"
2/32 AVALON STREET,RICHMOND,CHRISTCHURCH,8013,Townhouse,2.0,1.0,,,0.0,,83.0,2016.0,460.0,2025-06-23,49.0,Wolfbrook Property Management,500000.0,190000.0,310000.0,1/08/2022,Single Unit excluding Bach,Residential Zone D,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2010/2019-average,partial,partially furnished,Pets OK,NO,-43.5188043,172.6523825,1541,"2/32 AVALON STREET, RICHMOND, CHRISTCHURCH, 8013, New Zealand"
61 GLANDOVEY ROAD,FENDALTON,CHRISTCHURCH,8052,Townhouse,2.0,2.0,1.0,,1.0,98.0,80.0,2025.0,650.0,2025-06-23,323.0,First National Progressive,700000.0,580000.0,120000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,No appreciable view,Steel/G-Iron,Concrete,Residential-OYO-1970's-average,nill,,,YES,-43.5150752,172.5996661,1253,"61 GLANDOVEY ROAD, FENDALTON, CHRISTCHURCH, 8052, New Zealand"
10 TIRANGI STREET,HEI HEI,CHRISTCHURCH,8042,House,4.0,1.0,1.0,,1.0,761.0,130.0,1950.0,650.0,2025-06-23,11.0,Wolfbrook Property Management,640000.0,360000.0,280000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Corner,No appreciable view,Tile Profile,Brick,Residential-Dwelling-1950's-average,nill,,Pets OK,YES,-43.532419,172.529757,4152,"10 TIRANGI STREET, HEI HEI, CHRISTCHURCH, 8042, New Zealand"
98 KAHU ROAD,FENDALTON,CHRISTCHURCH,8041,House,3.0,1.0,,1.0,1.0,865.0,160.0,1930.0,750.0,2025-06-23,28.0,Orbit Property Management,1360000.0,1340000.0,20000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban,Inside,Focal Point Of view - Water,Tile Profile,"Roughcast,etc",Residential-Dwelling-1930's-average,nill,,Pets OK,NO,-43.5253648,172.5949735,5086,"98 KAHU ROAD, FENDALTON, CHRISTCHURCH, 8041, New Zealand"
234 BLENHEIM ROAD,RICCARTON,CHRISTCHURCH,8041,House,3.0,1.0,2.0,,2.0,357.0,100.0,1940.0,550.0,2025-06-23,288.0,Whittle Knight Real Estate Agents,580000.0,360000.0,220000.0,1/08/2022,Single Unit excluding Bach,Residential Suburban Density Transition,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-Dwelling-1940's-average,partial,fridge;fridge/freezer;microwave,,YES,-43.5378204,172.5894654,2354,"234 BLENHEIM ROAD, RICCARTON, CHRISTCHURCH, 8041, New Zealand"
2/12 HUME STREET,SYDENHAM,CHRISTCHURCH,8023,Townhouse,2.0,2.0,1.0,,1.0,147.0,101.0,2023.0,560.0,2025-06-23,7.0,Myrent.Co.NZ Ltd,660000.0,295000.0,365000.0,1/08/2022,Single Unit excluding Bach,Residential Medium Density,Inside,No appreciable view,Steel/G-Iron,Mix.Material,Residential-OYO-2020/2029-average,nill,,Pets OK,YES,-43.5514877,172.644657,2544,"2/12 HUME STREET, SYDENHAM, CHRISTCHURCH, 8023, New Zealand"
4/10 Dilworth Street,RICCARTON,Christchurch City,8011,unit,3.0,1.0,1.0,,1.0,220.5,116.0,1995.0,600.0,2025-06-23,93.0,Orbit Property Management,580000.0,290000.0,290000.0,1/08/2022,Single Unit excluding Bach,Central City Guest Accommodation,Inside,No appreciable view,Tile Profile,Concrete,Residential-OYO-1990's-average,nill,unfurnished,,No,-43.5315372,172.6035614,7824,"4/10 Dilworth Street, RICCARTON, Christchurch City, 8011, New Zealand"
